MonthlyCharges,tenure,TotalCharges,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,Churn
93.25,71,5298,0,0,0,0,1,0
113.2,41,3968,0,2,2,0,1,1
90.5,13,371,0,2,0,0,1,1
79.0,2,795,0,2,0,0,1,1
19.35,68,535,2,0,1,1,2,0
48.75,1,4053,0,3,2,0,0,0
109.05,65,5576,2,2,2,2,1,0
25.0,72,1352,2,0,1,1,2,0
54.9,28,915,0,1,0,2,0,0
24.75,72,1425,2,1,1,1,2,0
91.15,2,1170,0,2,2,0,1,0
20.15,18,3344,1,0,1,1,2,1
104.35,60,5122,1,2,0,0,1,0
66.05,26,1133,0,2,0,2,0,0
71.65,1,5571,0,2,0,0,1,1
20.35,4,5866,0,3,1,1,2,1
92.2,68,5154,2,1,2,2,0,0
84.25,38,2841,0,1,0,2,1,1
105.2,42,3903,1,0,2,0,1,0
19.6,57,264,2,0,1,1,2,0
30.4,54,1092,0,2,0,0,0,0
78.1,12,6434,0,0,0,0,1,1
61.5,44,2364,1,3,2,0,0,0
69.4,42,2657,0,0,2,0,0,0
24.75,72,1294,2,0,1,1,2,0
91.05,71,5086,2,3,2,2,0,0
89.65,19,1287,0,3,0,0,1,1
73.65,23,1119,0,1,0,2,0,0
19.4,30,4768,2,1,1,1,2,0
26.2,35,6454,1,0,1,1,2,0
98.7,10,6490,0,2,2,0,1,1
43.85,1,3660,0,0,0,0,0,0
69.7,22,884,0,3,0,0,1,0
38.55,7,2427,2,3,2,0,0,0
53.1,36,1501,2,3,2,2,0,0
20.65,34,5607,0,3,1,1,2,0
64.45,72,3996,2,1,2,0,0,0
25.1,36,6400,2,1,1,1,2,0
76.35,1,5822,0,2,0,0,1,1
79.15,23,1162,0,2,0,0,1,1
85.0,32,2290,0,2,0,0,1,1
95.15,71,5359,1,1,2,2,1,0
79.35,23,1388,0,3,0,0,1,0
96.65,17,1039,1,0,0,0,1,0
75.5,1,5772,0,2,0,2,0,0
19.7,12,2234,2,3,1,1,2,0
20.5,72,911,2,1,1,1,2,0
19.2,1,1479,0,3,1,1,2,0
98.35,72,5467,2,0,0,0,1,0
74.35,60,3780,0,0,0,0,1,0
51.35,61,2824,2,1,0,2,0,0
45.65,6,2809,0,3,0,0,0,0
85.3,32,2317,0,2,0,0,1,1
86.55,31,2344,0,1,0,0,1,1
73.85,19,784,0,1,0,0,1,1
20.3,72,736,2,0,1,1,2,0
54.2,32,1248,0,2,0,0,0,0
90.65,65,4868,0,2,0,0,1,0
50.9,45,1969,0,0,2,0,0,0
25.05,42,6439,1,2,1,1,2,0
74.85,8,4721,0,2,0,0,1,0
20.5,32,5481,2,3,1,1,2,0
63.55,22,691,0,3,2,2,0,0
44.85,57,2230,0,2,0,0,0,1
47.95,1,3980,0,2,2,0,0,0
45.1,1,3812,0,2,0,0,0,1
45.0,1,3810,0,2,0,0,0,0
96.0,24,1750,0,2,0,2,1,1
20.05,1,1607,0,0,1,1,2,1
90.05,54,4183,0,2,0,0,1,0
25.3,4,301,2,1,1,1,2,0
108.65,65,5471,2,0,2,2,1,1
24.3,56,479,1,2,1,1,2,0
75.95,45,2848,0,2,2,0,0,0
19.7,71,765,2,1,1,1,2,0
66.4,59,3382,1,1,2,0,0,0
35.75,69,2138,1,0,0,0,0,0
18.8,19,2414,1,3,1,1,2,0
19.4,55,166,2,1,1,1,2,0
19.3,38,5800,1,3,1,1,2,0
45.55,10,3440,0,2,0,0,0,1
67.45,47,2832,0,1,2,0,0,0
35.1,2,5381,0,2,0,0,0,1
46.2,1,3905,0,1,0,0,0,1
45.15,1,3813,0,2,0,0,0,1
43.3,1,3658,0,2,0,0,0,1
20.1,46,6410,2,3,1,1,2,0
57.15,38,1889,0,1,2,0,0,1
58.9,65,3300,2,1,2,2,0,0
73.2,19,815,0,2,2,0,1,1
85.35,52,3688,0,2,0,0,1,1
19.45,71,683,2,3,1,1,2,0
45.95,1,3826,0,3,0,0,0,1
50.5,52,2221,0,2,0,2,0,0
25.1,6,1207,1,3,1,1,2,0
60.7,26,1054,1,3,0,0,0,0
99.0,48,4012,1,2,0,0,1,0
104.4,64,5332,1,0,2,2,1,0
83.75,3,2120,0,2,0,0,1,1
44.05,1,3735,0,0,0,0,0,0
24.1,72,1245,2,1,1,1,2,0
45.55,1,3819,0,3,0,0,0,0
93.8,51,3864,0,2,2,0,1,0
19.7,41,6036,2,0,1,1,2,0
70.65,72,4243,2,1,2,0,0,0
86.45,43,3096,2,1,2,2,0,0
114.1,72,6051,2,1,2,2,1,0
95.2,47,3886,1,1,0,0,1,0
88.55,72,5130,2,1,2,2,0,0
20.75,3,5316,0,1,1,1,2,0
70.05,1,5502,0,2,0,0,1,1
86.0,2,1129,0,2,0,0,1,1
44.65,26,295,0,0,2,0,0,0
60.2,29,1386,0,3,2,0,0,0
100.5,35,3159,0,0,2,2,1,1
55.45,27,876,1,0,2,0,0,0
70.3,24,1204,0,1,2,2,0,0
60.4,67,3379,2,0,2,2,0,0
72.65,16,362,0,2,0,0,1,1
55.8,23,595,1,0,0,0,0,0
31.1,14,3582,0,3,0,0,0,0
21.0,1,1728,0,2,1,1,2,1
45.1,1,3812,0,3,0,0,0,1
50.95,4,1693,0,1,0,0,0,0
69.1,16,167,0,2,2,0,0,0
43.95,46,1634,0,2,0,0,0,0
86.5,68,4827,2,0,2,2,0,0
69.95,38,2307,0,2,2,2,0,0
50.4,30,951,0,0,0,0,0,1
78.95,5,3246,0,2,0,0,1,1
90.95,17,1074,0,1,0,0,1,0
19.9,4,5825,2,3,1,1,2,0
20.15,12,2249,1,2,1,1,2,0
90.6,72,5182,2,1,2,2,0,0
92.0,3,2313,0,2,0,0,1,0
94.45,56,4314,0,2,0,2,1,1
24.85,41,6471,1,3,1,1,2,0
36.0,40,692,1,1,0,2,0,0
78.5,7,4711,0,2,2,2,0,0
19.95,69,728,2,1,1,1,2,0
20.65,7,902,1,3,1,1,2,0
30.5,5,1153,0,2,0,0,0,0
106.1,72,5850,2,1,2,2,1,0
20.5,44,6251,1,0,1,1,2,0
95.5,65,5022,1,2,0,0,1,0
64.6,3,1249,0,2,0,2,0,0
51.1,24,495,0,1,0,2,0,0
84.8,44,3304,0,0,0,0,1,1
89.1,72,5129,2,1,2,2,0,0
54.95,24,635,0,2,2,2,0,0
50.9,1,4236,0,3,0,0,0,1
20.45,22,3988,0,0,1,1,2,0
85.95,70,4869,2,1,0,2,0,0
60.35,25,740,0,2,0,0,0,0
19.8,37,5646,2,0,1,1,2,0
85.35,22,1569,0,0,0,0,1,0
72.1,59,3587,2,0,0,2,0,0
99.8,49,4119,0,2,0,0,1,1
107.35,47,4308,0,0,0,2,1,1
19.55,31,5251,0,3,1,1,2,1
81.05,1,6056,0,2,0,0,1,0
20.5,3,5826,0,2,1,1,2,0
111.8,53,4787,1,0,0,2,1,0
20.2,1,1610,0,3,1,1,2,0
19.7,20,3548,1,3,1,1,2,0
79.1,3,2109,0,2,2,0,1,1
19.85,51,6524,1,0,1,1,2,0
60.5,51,2734,1,0,2,2,0,0
19.55,13,2294,2,3,1,1,2,0
20.9,1,1624,0,3,1,1,2,0
21.05,1,1729,0,3,1,1,2,0
71.5,63,3892,1,2,2,2,0,0
54.65,3,1467,0,3,0,0,0,0
19.2,46,6339,2,1,1,1,2,0
49.8,1,4145,0,1,0,0,0,0
25.5,8,1766,0,3,0,0,0,1
20.5,71,909,2,0,1,1,2,0
90.4,55,4299,0,1,0,0,1,0
90.25,70,5149,1,0,0,2,1,0
80.75,2,1046,0,2,0,0,1,1
104.6,67,5430,2,0,2,2,1,0
91.85,65,4872,0,0,0,0,1,1
50.2,14,5303,0,1,0,0,0,0
95.5,20,1519,0,0,0,2,1,0
75.35,1,5770,0,2,0,0,1,1
75.45,1,5771,0,2,0,0,1,1
95.4,49,3915,0,0,0,0,1,0
101.3,72,5647,2,0,2,0,1,0
53.1,46,2106,0,2,2,0,0,0
84.85,24,1679,0,0,0,0,1,0
34.25,5,1102,0,2,0,2,0,0
88.6,33,2492,0,1,0,2,1,0
60.15,42,2068,1,0,2,0,0,0
99.95,23,1935,1,1,2,0,1,0
70.7,8,4592,0,0,0,0,1,0
54.8,66,2999,1,3,2,0,0,0
49.55,24,385,0,0,2,0,0,1
54.8,24,531,0,1,0,0,0,0
78.6,69,4468,1,1,2,2,0,1
100.3,53,4360,1,3,0,0,1,0
53.6,60,2814,2,2,2,0,0,0
81.1,7,4753,0,2,0,0,1,1
19.35,20,3684,1,1,1,1,2,0
85.6,23,1440,0,2,0,0,1,0
80.8,72,4727,2,2,2,2,0,0
74.95,11,6114,0,2,0,0,1,1
19.6,21,3343,2,3,1,1,2,0
93.55,1,6393,0,2,0,0,1,1
90.7,31,2459,0,2,0,0,1,0
69.75,57,3335,2,3,0,2,0,0
20.0,45,6288,2,0,1,1,2,0
95.25,10,41,0,2,0,0,1,0
102.1,58,4829,0,1,0,2,1,1
19.95,14,2330,0,3,1,1,2,0
80.85,27,1837,1,3,2,2,0,0
90.9,14,472,0,0,0,0,1,1
29.2,12,2682,0,3,0,0,0,1
93.3,69,5158,2,0,0,2,1,0
89.15,25,1891,0,0,0,0,1,1
108.85,58,5079,1,2,2,0,1,1
46.35,35,1146,2,1,2,2,0,0
84.75,16,641,0,2,0,0,1,1
78.75,45,3119,1,1,0,0,0,0
83.55,17,598,0,2,0,0,1,0
45.7,1,3822,0,2,0,0,0,1
19.6,22,3602,1,3,1,1,2,0
69.95,1,5455,0,2,0,0,1,1
67.85,67,3924,2,3,2,2,0,0
105.65,67,5327,2,0,0,2,1,0
44.6,2,6482,0,2,0,0,0,1
74.95,23,1211,0,2,0,0,1,1
75.5,9,5136,0,1,0,0,1,0
20.15,5,317,0,3,1,1,2,0
45.2,54,2114,2,1,2,2,0,0
95.25,57,4539,2,2,0,0,1,1
89.85,24,1779,0,3,0,0,1,1
100.45,49,4189,1,3,0,0,1,1
47.15,5,1861,0,2,0,0,0,1
80.2,2,1357,0,2,0,0,1,1
87.1,4,2953,0,3,0,2,1,1
79.25,70,4736,2,0,2,2,0,0
75.9,5,3094,0,0,0,0,1,1
85.7,53,3920,0,2,2,2,0,0
98.75,47,3859,0,2,2,0,1,1
20.1,31,4831,1,1,1,1,2,0
61.8,13,5779,0,0,0,2,0,0
49.9,28,751,0,3,0,0,0,0
86.45,10,6137,0,2,0,0,1,1
20.4,38,5742,2,0,1,1,2,0
45.3,1,3816,0,3,0,0,0,1
104.1,67,5541,1,2,0,0,1,1
75.4,52,3305,1,3,2,0,0,0
108.15,62,5393,2,3,2,2,1,0
86.25,16,622,0,2,0,0,1,0
81.0,5,3200,0,2,0,0,1,1
95.7,12,344,1,2,0,0,1,0
116.85,72,6202,2,0,2,2,1,0
105.75,71,5705,1,0,0,2,1,0
20.15,24,3885,1,3,1,1,2,0
19.6,15,2875,2,3,1,1,2,0
90.6,67,4951,1,1,2,0,1,1
60.95,2,619,0,0,2,0,0,0
25.05,5,455,0,3,0,0,0,0
88.15,15,713,0,2,0,0,1,1
20.2,1,1610,0,3,1,1,2,1
60.3,41,2171,1,0,2,0,0,0
63.95,43,2380,0,2,2,0,0,0
74.3,1,5717,0,2,0,0,1,0
70.6,1,5513,0,3,0,0,1,0
90.8,26,1998,0,2,0,0,1,1
79.35,22,1238,0,2,0,0,1,1
90.55,71,5161,2,0,2,2,0,0
19.45,7,1127,2,3,1,1,2,0
64.45,28,1438,0,0,0,2,0,0
69.65,16,83,0,2,0,0,1,0
19.5,7,513,1,3,1,1,2,0
110.5,69,5749,2,0,0,2,1,0
24.7,1,2042,0,3,0,0,0,0
77.4,3,1685,0,2,2,0,0,0
96.8,21,1663,0,0,0,0,1,1
85.4,69,4820,0,0,0,0,1,0
47.6,71,2931,2,0,2,2,0,0
19.4,69,631,2,3,1,1,2,0
103.85,48,4190,0,2,0,2,1,0
83.35,47,3476,0,0,0,0,1,1
49.4,2,116,0,2,0,0,0,1
108.45,45,4200,0,1,2,2,1,0
81.0,51,3485,0,0,0,0,1,0
79.2,22,1260,0,2,2,2,0,1
86.65,72,5055,2,0,2,2,0,0
92.95,37,2959,0,2,0,0,1,0
90.35,71,5111,2,2,2,2,0,0
48.7,7,2945,0,2,0,0,0,1
25.15,66,1178,2,1,1,1,2,0
76.4,51,3390,1,0,2,2,0,0
19.55,30,4969,1,0,1,1,2,0
85.35,34,2500,0,2,0,0,1,0
24.8,64,932,2,3,1,1,2,0
103.15,65,5374,1,0,0,0,1,0
100.75,47,3948,0,3,2,2,1,0
95.6,1,6445,0,2,2,0,1,1
59.75,49,2537,0,1,2,0,0,1
94.1,67,5097,2,1,0,2,1,0
19.35,39,5904,1,0,1,1,2,0
19.9,14,2444,0,3,1,1,2,0
108.15,43,3911,0,1,2,2,1,1
101.05,56,4629,0,2,0,0,1,0
59.1,14,5880,1,1,0,2,0,0
71.35,1,5569,0,2,0,0,1,1
55.85,16,6236,1,3,2,0,0,0
106.05,70,5804,0,2,2,0,1,0
84.1,72,4900,2,1,2,0,0,0
75.3,23,1202,0,1,0,0,1,0
24.7,21,3949,0,3,1,1,2,0
20.15,1,1609,0,3,1,1,2,1
69.75,1,5451,0,0,0,0,1,1
93.2,32,2534,0,2,0,0,1,1
80.85,17,735,0,2,0,0,1,1
33.65,4,667,0,2,2,0,0,1
55.8,36,1546,1,2,0,0,0,0
39.7,50,1535,2,1,0,2,0,0
29.5,48,777,0,1,0,2,0,0
20.15,50,6487,2,1,1,1,2,0
79.55,72,4790,2,1,2,2,0,0
24.8,10,1865,0,1,1,1,2,0
19.65,18,3349,0,3,1,1,2,0
79.95,1,5975,0,2,0,0,1,1
19.3,1,1481,0,2,1,1,2,1
94.05,9,6069,0,2,0,0,1,0
90.75,2,1254,0,3,2,0,1,0
78.85,40,2717,0,1,0,2,1,0
99.5,69,5405,1,0,0,0,1,0
99.2,37,3225,1,2,2,2,1,1
80.55,18,743,0,1,0,0,1,0
70.2,11,6157,0,2,0,0,1,0
85.2,8,5074,0,1,0,0,1,1
75.25,3,2063,0,2,0,0,1,1
59.45,55,2740,1,1,2,0,0,0
93.35,33,2689,0,2,0,0,1,0
44.95,46,1781,0,0,0,0,0,0
26.1,34,6502,2,0,1,1,2,0
20.2,3,5207,0,2,1,1,2,0
21.25,30,5578,2,3,1,1,2,0
59.4,33,1556,1,2,2,2,0,0
95.0,45,3709,1,1,0,0,1,0
61.9,40,2291,0,3,2,2,0,0
118.65,71,6201,2,2,2,2,1,0
54.35,1,4487,0,2,0,0,0,1
64.45,72,3855,2,0,2,2,0,0
80.15,22,1331,0,2,0,0,1,0
20.2,46,6192,1,0,1,1,2,0
21.0,55,384,2,3,1,1,2,0
20.45,1,1615,0,3,1,1,2,0
75.85,12,6222,1,3,0,2,0,0
80.45,31,2077,0,2,0,0,1,0
24.95,5,4,0,2,0,0,0,1
75.5,67,4379,2,2,2,0,0,0
44.45,1,3742,0,3,0,0,0,0
42.35,40,1221,1,2,2,0,0,1
74.55,41,2626,0,1,2,0,0,0
75.3,1,5769,0,2,0,0,1,1
94.8,51,4083,1,2,2,0,1,1
48.15,42,1666,2,1,2,2,0,0
19.65,23,3704,1,3,1,1,2,0
70.55,1,5512,0,2,0,0,1,1
20.15,1,1609,0,3,1,1,2,0
106.6,56,4835,0,1,2,0,1,0
91.0,15,797,0,2,0,0,1,0
25.4,12,2719,2,0,1,1,2,0
69.95,54,3313,2,0,2,2,0,0
66.85,7,3895,0,2,0,0,0,0
86.15,33,2385,0,1,0,0,1,1
20.15,16,2952,0,2,1,1,2,0
64.85,21,610,1,3,2,0,0,0
74.85,30,1797,2,2,0,0,0,0
50.5,3,867,0,3,0,2,0,0
72.9,11,6091,0,2,0,0,1,0
115.05,62,5597,1,1,2,2,1,0
19.0,18,3016,0,2,1,1,2,0
19.55,6,513,0,3,1,1,2,0
101.1,46,3956,1,2,0,0,1,0
84.1,21,1246,0,2,0,0,1,0
24.15,68,901,2,0,1,1,2,0
50.1,1,4225,0,2,0,0,0,0
74.6,25,1338,0,2,0,0,1,0
19.75,24,4211,2,3,1,1,2,0
85.0,30,2271,0,2,0,0,1,1
80.55,2,1395,0,2,0,0,1,1
106.8,51,4557,1,0,0,0,1,0
84.5,57,4086,2,2,2,2,0,0
25.05,15,3180,2,0,1,1,2,0
83.7,72,4980,2,0,2,2,0,0
75.8,2,1056,0,2,0,0,1,1
96.6,28,2335,0,1,0,0,1,0
98.5,29,2601,0,2,0,0,1,1
101.1,70,5498,2,1,2,2,1,0
20.2,13,2375,1,3,1,1,2,0
94.05,59,4550,1,2,2,2,1,0
95.25,13,428,0,2,0,0,1,1
74.4,7,4411,0,3,0,0,1,1
81.0,62,4217,2,3,2,2,0,0
60.25,21,470,1,2,2,2,0,0
60.85,2,210,0,2,0,0,0,0
43.95,1,3661,0,1,0,0,0,0
86.05,4,2672,0,2,0,0,1,0
20.25,19,3279,1,1,1,1,2,0
85.15,30,2214,0,2,0,2,1,1
19.4,67,517,2,1,1,1,2,0
102.65,72,5802,2,1,2,0,1,0
19.9,53,212,2,1,1,1,2,0
19.55,5,6510,1,2,1,1,2,0
95.5,71,5323,2,1,0,2,1,0
84.15,50,3560,1,1,0,2,0,0
103.2,56,4825,2,2,0,2,1,0
50.2,2,174,0,1,0,2,0,0
88.55,2,1325,0,2,0,0,1,1
54.75,24,614,0,2,2,0,0,1
19.95,46,6245,2,1,1,1,2,0
116.25,71,6232,2,2,2,2,1,0
31.2,29,6380,0,2,0,2,0,0
24.45,69,1222,2,0,1,1,2,0
84.2,71,4880,2,1,0,2,0,0
91.3,1,6344,0,2,0,0,1,1
85.65,56,4076,2,0,2,2,0,0
21.2,56,437,1,3,1,1,2,0
79.5,1,5968,0,2,0,0,1,1
25.55,28,5329,1,3,1,1,2,0
20.2,19,3271,0,3,1,1,2,0
63.85,66,3635,0,2,0,2,0,0
61.95,17,140,1,3,0,2,0,0
25.75,52,630,2,3,1,1,2,0
58.2,19,87,1,2,0,0,0,0
85.85,36,2600,1,0,2,2,0,0
70.1,7,3951,0,3,0,0,1,1
104.9,72,5790,1,1,2,2,1,0
111.3,67,5762,1,2,2,0,1,1
99.85,34,2901,1,2,0,0,1,0
95.25,57,4507,0,0,0,0,1,1
86.25,7,4821,0,2,0,0,1,1
100.8,1,5,0,2,0,0,1,1
19.55,8,1066,0,0,1,1,2,0
104.0,69,5532,2,2,0,2,1,0
104.4,50,4386,1,3,2,0,1,0
19.5,10,1888,1,3,1,1,2,0
25.25,12,2382,2,1,1,1,2,0
86.3,14,338,0,2,0,0,1,1
49.85,70,2926,2,0,2,2,0,0
108.95,64,5581,0,0,2,2,1,0
89.9,66,4882,2,1,2,2,0,0
82.0,71,4909,2,1,2,2,0,0
89.95,20,1124,0,2,0,0,1,0
79.35,72,4750,2,0,2,2,0,0
64.05,71,3807,2,1,2,2,0,0
101.15,38,3381,0,1,0,0,1,0
89.95,28,2273,0,2,0,0,1,1
76.45,17,427,0,2,0,0,1,1
39.1,33,566,1,2,0,0,0,0
34.6,23,6078,2,3,2,2,0,0
19.55,58,208,1,2,1,1,2,0
104.45,70,5694,2,0,0,2,1,0
70.5,4,2541,0,2,0,0,1,0
20.35,45,6387,2,3,1,1,2,0
70.0,10,5726,0,2,0,0,1,1
19.45,36,5792,2,1,1,1,2,0
69.9,54,3322,0,3,2,2,0,0
59.7,23,759,2,3,0,2,0,0
78.35,41,2796,1,1,2,0,0,0
71.45,5,3199,0,3,0,0,1,0
45.85,27,450,1,1,0,0,0,0
95.85,1,6447,0,2,0,2,1,0
35.7,67,2197,2,1,2,2,0,0
89.55,72,5185,2,1,2,2,0,0
24.95,56,863,2,1,1,1,2,0
24.85,44,32,1,2,1,1,2,0
100.8,66,5312,0,2,0,0,1,0
64.4,34,1716,1,3,2,2,0,1
105.35,69,5639,2,0,0,2,1,0
102.45,1,36,0,2,2,0,1,1
19.65,40,6134,2,1,1,1,2,0
54.45,30,1040,0,0,2,0,0,0
70.5,11,6128,0,3,0,2,0,0
20.1,15,2620,1,1,1,1,2,0
69.35,11,5586,0,2,0,0,0,0
19.8,64,609,1,0,1,1,2,0
74.4,72,4472,2,0,2,2,0,0
93.05,72,5340,2,0,2,2,1,0
51.2,1,4301,0,3,2,0,0,0
65.6,15,24,1,1,2,2,0,0
80.55,60,4087,1,1,0,2,0,0
52.7,56,2618,1,3,2,0,0,0
20.85,8,1069,2,3,1,1,2,0
80.1,3,1788,0,1,0,2,1,1
52.15,49,2235,0,1,0,0,0,0
80.2,2,845,0,2,0,0,1,1
98.15,6,4685,0,0,2,2,1,1
114.95,70,5874,2,0,2,2,1,0
112.95,12,694,0,3,0,2,1,1
104.45,52,4549,1,0,2,2,1,0
113.65,72,6073,2,1,2,2,1,0
20.6,40,6119,2,0,1,1,2,0
70.9,1,5519,0,3,0,0,1,1
86.85,3,1830,0,2,0,0,1,1
91.55,40,3168,0,2,0,0,1,0
49.85,1,4146,0,2,0,0,0,0
19.8,30,4753,1,1,1,1,2,0
99.85,23,1967,0,2,2,2,1,1
74.5,1,5721,0,2,0,0,1,1
104.15,44,3809,0,2,0,2,1,0
109.15,65,5472,0,2,0,2,1,1
48.2,7,2946,0,2,2,0,0,0
25.1,72,1324,2,1,1,1,2,0
100.15,8,6340,0,1,0,2,1,0
65.2,16,84,0,1,0,0,0,1
99.5,66,5391,0,1,0,0,1,1
71.55,1,5570,0,3,0,0,1,1
55.9,3,1019,0,3,2,0,0,0
93.9,53,4258,0,2,2,0,1,1
64.4,8,4788,0,1,0,2,0,0
108.4,69,5676,2,0,0,2,1,1
85.3,5,3592,0,3,0,0,1,0
107.45,72,5813,2,3,2,2,1,0
48.75,13,5114,0,0,0,0,0,1
85.65,4,2791,0,2,0,0,1,1
91.3,54,4201,2,1,2,2,0,0
85.95,72,5019,2,0,0,2,0,0
106.7,12,465,0,2,0,0,1,1
25.15,1,2150,0,2,0,0,0,1
45.2,1,3814,0,2,0,0,0,0
110.35,54,4833,1,2,0,2,1,1
79.2,69,4504,2,1,0,0,1,0
55.5,48,2276,2,1,2,0,0,0
103.25,48,4267,1,1,2,0,1,1
90.25,8,5743,0,2,0,2,1,0
91.25,71,5257,2,3,2,2,0,0
47.8,2,6368,0,2,2,0,0,1
100.9,67,5339,1,1,2,0,1,0
97.7,34,2955,0,0,0,0,1,0
69.85,3,1596,0,2,0,0,1,0
65.6,9,4863,1,3,0,2,0,0
104.65,71,5657,1,0,2,0,1,0
90.45,57,4380,2,1,0,2,1,0
63.7,72,3791,2,0,2,2,0,0
104.5,48,4286,0,2,2,2,1,0
20.1,18,3425,1,3,1,1,2,0
104.3,43,3779,1,1,0,2,1,0
93.25,72,5307,2,0,2,2,0,0
73.45,35,2317,1,0,0,2,0,0
20.7,4,5663,0,3,1,1,2,0
25.25,49,386,2,3,1,1,2,0
100.5,71,5534,2,0,2,0,1,0
90.6,11,39,0,2,0,0,1,0
89.4,63,4631,2,1,2,2,0,0
95.45,65,5053,0,0,0,0,1,0
20.45,49,52,2,1,1,1,2,0
98.6,29,2535,0,1,0,0,1,1
83.05,15,469,0,2,0,2,1,1
19.95,4,6103,0,2,1,1,2,0
109.15,72,5903,1,1,0,2,1,0
85.7,26,1691,0,1,0,0,1,0
102.05,35,2988,0,0,0,0,1,0
94.7,57,4541,1,2,0,2,1,0
64.4,28,1351,0,2,0,0,0,0
26.8,25,5684,1,3,1,1,2,0
66.05,47,2624,1,1,2,0,0,0
65.2,57,3177,0,0,2,2,0,0
85.05,16,715,0,1,0,0,1,0
55.8,5,2381,0,3,2,0,0,0
70.4,17,390,0,0,0,0,1,1
104.75,56,4578,1,0,0,0,1,1
19.95,72,588,2,0,1,1,2,0
94.25,21,1578,0,2,0,0,1,1
45.0,48,1817,1,1,2,0,0,0
114.9,68,5931,2,0,2,2,1,0
106.4,30,2797,0,0,2,2,1,0
46.1,3,547,0,3,0,0,0,0
39.7,14,5463,2,3,2,2,0,0
20.05,4,6211,0,0,1,1,2,0
95.75,71,5408,2,1,0,0,1,0
24.4,8,1662,1,3,1,1,2,0
33.6,61,1744,0,0,2,0,0,0
90.45,72,5244,2,0,0,2,1,0
84.0,5,3619,0,2,0,0,1,0
67.4,49,2871,2,0,2,2,0,0
19.7,8,1173,0,0,1,1,2,0
80.35,3,2183,0,2,0,0,1,0
19.6,9,1572,2,3,1,1,2,0
54.2,67,3284,2,0,2,0,0,0
45.2,46,1688,0,1,0,0,0,0
75.1,67,4283,1,3,2,0,0,0
19.7,55,272,1,2,1,1,2,0
72.75,33,2097,0,0,2,0,0,0
20.05,62,482,2,1,1,1,2,0
45.95,1,3826,0,3,0,0,0,1
39.2,49,1393,0,2,2,0,0,0
44.75,1,3747,0,2,0,0,0,0
82.65,14,345,0,2,0,0,1,0
93.9,18,1264,0,0,0,2,1,0
70.15,1,5504,0,2,0,0,1,1
85.55,1,6212,0,1,0,0,1,1
117.15,72,6219,2,1,2,2,1,0
99.25,64,5234,2,1,2,2,1,0
112.55,69,5922,2,0,2,2,1,0
25.7,1,2156,0,2,1,1,2,0
90.3,71,5080,2,1,2,2,0,0
49.4,66,2831,1,1,0,2,0,0
19.4,2,4231,0,3,1,1,2,0
109.7,71,5979,2,0,2,2,1,0
61.25,11,5658,1,2,0,0,0,0
55.3,47,2302,0,2,2,0,0,0
70.3,35,2060,0,2,0,0,1,1
106.35,32,3052,0,0,0,0,1,1
103.75,60,4891,0,0,0,2,1,0
19.5,11,1897,1,3,1,1,2,0
39.5,29,164,1,1,2,2,0,0
26.05,21,4677,0,2,0,0,0,0
91.05,48,3712,0,1,0,0,1,0
29.65,3,6321,0,3,0,0,0,0
50.2,43,1782,0,3,0,0,0,0
105.3,5,4570,0,2,0,0,1,0
55.45,1,4564,0,2,0,0,0,0
85.45,71,5095,1,2,2,2,0,0
19.8,8,1055,1,2,1,1,2,0
59.25,8,3703,0,2,0,0,0,0
90.7,20,1312,0,1,0,0,1,0
103.7,33,3000,1,3,2,0,1,1
79.05,71,4606,1,1,0,0,1,0
90.7,31,2448,1,2,0,0,1,0
95.0,38,3110,1,1,2,0,1,0
88.35,1,6282,0,2,0,0,1,1
30.25,2,5092,0,3,0,0,0,0
49.85,12,5028,0,0,0,0,0,0
93.0,9,6269,0,0,2,2,1,0
54.55,11,4920,0,2,0,2,0,0
19.7,6,211,0,3,1,1,2,0
84.8,71,4943,1,0,2,2,0,0
94.45,42,3359,1,1,2,0,1,0
94.2,8,5898,0,2,0,0,1,1
96.25,5,4310,0,2,0,0,1,1
70.7,2,746,0,2,0,0,1,1
20.85,45,6308,2,3,1,1,2,0
60.0,28,1176,1,1,0,2,0,0
80.45,43,2940,0,2,0,0,1,0
84.95,60,4216,2,2,2,2,0,0
33.55,42,827,1,3,0,2,0,1
49.65,7,2651,2,1,2,2,0,0
20.2,25,4289,1,0,1,1,2,0
94.55,40,3144,0,1,0,0,1,1
100.5,27,2326,1,0,0,0,1,0
35.75,10,3332,0,2,0,2,0,0
86.45,27,2047,0,0,0,0,1,0
53.8,11,5213,1,0,0,2,0,0
38.55,4,1004,0,1,2,0,0,0
39.9,68,2422,0,0,0,0,0,0
70.05,1,5502,0,2,0,0,1,0
20.1,18,3479,1,3,1,1,2,0
112.95,57,5193,2,0,2,0,1,1
20.3,26,4306,0,2,1,1,2,0
35.65,17,5189,0,1,0,0,0,0
35.9,1,3036,0,2,0,0,0,1
99.25,38,3241,0,0,0,0,1,1
82.95,59,4153,1,1,2,0,1,0
55.65,30,1136,2,3,2,0,0,0
24.45,2,3978,0,3,0,0,0,1
25.2,50,562,1,2,1,1,2,0
50.8,9,3928,1,3,2,2,0,0
19.65,3,4913,0,3,1,1,2,0
59.8,14,6108,0,1,0,0,0,0
73.55,31,1724,0,1,2,0,1,0
